img,path_origin,Objeto,Classe,n_contorno,Área,Diâmetro,Minor,Centroide_X,Centroide_Y
007.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\007.JPEG,,,1,2083.5000000000,5.656854249492381,0.000000000000000,292.0000,2.0000
007.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\007.JPEG,,,2,1727.0000000000,0.000000000000000,0.000000000000000,37.0000,0.0000
007.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\007.JPEG,,,3,1341.5000000000,6.715710511908653,1.385510910640885,41.5714,2.1429
007.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\007.JPEG,,,4,1227.0000000000,2.000000000000000,0.000000000000000,302.0000,0.5000
008.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\008.JPEG,,,0,14401.0000000000,0.000000000000000,0.000000000000000,735.0000,0.0000
008.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\008.JPEG,,,1,14390.0000000000,0.000000000000000,0.000000000000000,736.0000,0.0000
008.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\008.JPEG,,,2,4054.5000000000,6.831300510639732,0.000000000000000,763.5000,0.0000
015.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\015.JPEG,,,0,2203.5000000000,2.000000000000000,0.000000000000000,38.5000,0.0000
015.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\015.JPEG,,,1,2186.5000000000,2.828427124746190,0.000000000000000,39.5000,0.5000
015.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\015.JPEG,,,2,269.0000000000,2.000000000000000,0.000000000000000,97.0000,0.5000
015.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\015.JPEG,,,3,214.0000000000,2.828427124746190,0.000000000000000,114.5000,0.5000
021.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\021.JPEG,,,0,69182.5000000000,8.000000000000000,0.000000000000000,100.0000,3.0000
021.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\021.JPEG,,,1,68472.0000000000,9.197363265833896,1.076340539183227,100.8750,3.5000
021.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\021.JPEG,,,2,2328.5000000000,0.000000000000000,0.000000000000000,4.0000,0.0000
021.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\021.JPEG,,,3,2315.0000000000,0.000000000000000,0.000000000000000,5.0000,0.0000
022.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\022.JPEG,,,0,176.5000000000,19.595917942265423,0.000000000000000,6.0000,11.0000
022.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\022.JPEG,,,1,142.0000000000,9.605554246457128,4.439923361399846,150.8214,2.0714
022.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\022.JPEG,,,2,97.0000000000,9.390387603655309,3.040204413413500,3.2000,7.7333
022.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\022.JPEG,,,3,29.5000000000,10.257585063708078,3.626117850775588,672.7059,2.5294
028.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\028.JPEG,,,0,13863.5000000000,2.000000000000000,0.000000000000000,67.0000,0.5000
028.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\028.JPEG,,,1,13648.5000000000,0.000000000000000,0.000000000000000,69.0000,0.0000
028.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\028.JPEG,,,2,2864.5000000000,2.000000000000000,0.000000000000000,15.0000,0.5000
028.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\028.JPEG,,,3,2838.5000000000,2.000000000000000,0.000000000000000,39.0000,0.5000
030.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\030.JPEG,,,0,679.5000000000,2.000000000000000,0.000000000000000,192.0000,0.5000
030.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\030.JPEG,,,1,669.0000000000,2.000000000000000,0.000000000000000,350.5000,0.0000
030.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\030.JPEG,,,2,85.0000000000,7.321202087089250,3.857460304397182,187.4000,2.6000
030.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\030.JPEG,,,3,78.5000000000,2.000000000000000,0.000000000000000,172.5000,0.0000
037.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\037.JPEG,,,0,735.0000000000,3.677088528342677,0.837402040213009,104.6667,1.0000
037.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\037.JPEG,,,1,630.0000000000,0.000000000000000,0.000000000000000,106.0000,0.0000
037.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\037.JPEG,,,2,421.0000000000,0.000000000000000,0.000000000000000,406.0000,0.0000
037.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\037.JPEG,,,3,412.5000000000,0.000000000000000,0.000000000000000,350.0000,0.0000
038.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\038.JPEG,,,0,14632.5000000000,7.335545555260187,1.984885741472925,55.0000,0.8750
038.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\038.JPEG,,,1,14507.5000000000,3.265986323710904,0.000000000000000,59.0000,1.0000
038.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\038.JPEG,,,2,1434.5000000000,5.694101505450910,5.201579800632973,162.6842,1.8421
038.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\038.JPEG,,,3,1362.5000000000,12.376559790082251,3.084581870130798,163.7143,3.5000
038.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\038.JPEG,,,4,833.5000000000,0.000000000000000,0.000000000000000,145.0000,0.0000
041.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\041.JPEG,,,0,13417.0000000000,3.677088528342677,0.837402040213009,399.3333,4.0000
041.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\041.JPEG,,,1,13328.0000000000,2.309401076758503,1.333333333333333,585.3333,4.6667
041.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\041.JPEG,,,2,1276.0000000000,3.023715784073818,2.799416848895060,627.0000,0.7143
043.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\043.JPEG,,,0,72074.0000000000,0.000000000000000,0.000000000000000,151.0000,0.0000
043.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\043.JPEG,,,1,72067.0000000000,3.577708763999663,2.993325909419153,158.0000,0.8000
043.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\043.JPEG,,,2,8857.0000000000,0.000000000000000,0.000000000000000,126.0000,0.0000
044.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\044.JPEG,,,0,473.0000000000,14.001530678385018,6.491469260923525,715.0732,4.7561
044.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\044.JPEG,,,1,334.0000000000,12.594121490753537,6.921906642106719,686.0244,7.4878
044.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\044.JPEG,,,2,275.5000000000,21.277842892676809,5.993769834967226,793.7812,5.5625
044.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\044.JPEG,,,3,230.5000000000,10.992321497460519,6.998812529284306,708.0909,4.1212
044.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\044.JPEG,,,4,206.5000000000,8.060154440048743,2.979943665359526,241.5385,3.6923
047.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\047.JPEG,,,0,85550.5000000000,2.828427124746190,0.000000000000000,40.5000,0.5000
047.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\047.JPEG,,,1,85055.5000000000,2.309401076758503,1.333333333333333,41.6667,0.6667
047.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\047.JPEG,,,2,14109.5000000000,0.000000000000000,0.000000000000000,80.0000,0.0000
047.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\047.JPEG,,,3,14091.0000000000,0.000000000000000,0.000000000000000,81.0000,0.0000
050.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\050.JPEG,,,0,16246.0000000000,2.000000000000000,2.000000000000000,68.5000,0.5000
050.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\050.JPEG,,,1,16016.5000000000,0.000000000000000,0.000000000000000,70.0000,0.0000
050.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\050.JPEG,,,2,809.5000000000,2.000000000000000,0.000000000000000,105.0000,0.5000
050.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\050.JPEG,,,3,446.5000000000,2.000000000000000,0.000000000000000,107.0000,0.5000
052.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\052.JPEG,,,0,9375.0000000000,6.059938240670112,1.545399505103824,92.3333,0.6667
052.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\052.JPEG,,,1,8937.0000000000,8.396044397220789,3.500919662017024,100.2500,1.1250
052.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\052.JPEG,,,2,5454.0000000000,4.199929796800163,1.166443184192932,58.7500,1.0000
056.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\056.JPEG,,,0,364.0000000000,0.000000000000000,0.000000000000000,56.0000,0.0000
056.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\056.JPEG,,,1,264.5000000000,2.000000000000000,0.000000000000000,59.0000,0.5000
056.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\056.JPEG,,,2,184.0000000000,0.000000000000000,0.000000000000000,10.0000,0.0000
056.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\056.JPEG,,,3,162.5000000000,9.838652921593233,4.306173581109700,31.8000,3.5333
065.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\065.JPEG,,,0,10227.5000000000,2.828427124746190,1.732050807568877,16.2500,1.0000
065.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\065.JPEG,,,1,10125.5000000000,0.000000000000000,0.000000000000000,17.0000,0.0000
065.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\065.JPEG,,,2,2996.0000000000,8.510951422958346,3.400544938100851,183.8000,2.1000
065.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\065.JPEG,,,3,2225.5000000000,6.007030914675540,2.382347495671517,202.3000,2.0000
067.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\067.JPEG,,,0,53820.0000000000,0.000000000000000,0.000000000000000,93.0000,0.0000
067.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\067.JPEG,,,1,53634.0000000000,3.677088528342677,0.837402040213009,94.3333,1.0000
067.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\067.JPEG,,,2,7465.5000000000,3.677088528342677,0.837402040213009,195.3333,1.0000
067.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\067.JPEG,,,3,7321.5000000000,0.000000000000000,0.000000000000000,197.0000,0.0000
068.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\068.JPEG,,,0,18170.5000000000,7.441569559485422,2.334414010481361,653.8182,8.7273
068.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\068.JPEG,,,1,18138.5000000000,7.333069322483198,3.836920911388565,144.0909,9.2727
068.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\068.JPEG,,,2,9953.0000000000,7.650846575102510,5.108096108903581,313.6364,9.1818
068.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\068.JPEG,,,3,9854.0000000000,5.697277758826487,2.921089124961977,459.8182,8.3636
069.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\069.JPEG,,,0,14345.0000000000,8.000000000000000,0.000000000000000,131.0000,0.0000
069.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\069.JPEG,,,1,14103.0000000000,4.472135954999580,0.000000000000000,147.5000,0.0000
069.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\069.JPEG,,,2,486.5000000000,4.472135954999580,0.000000000000000,29.5000,0.0000
069.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\069.JPEG,,,3,186.0000000000,4.472135954999580,0.000000000000000,103.5000,0.0000
073.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\073.JPEG,,,0,4781.0000000000,5.362888691296680,3.091991678365770,2.3333,1.7778
073.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\073.JPEG,,,1,4404.0000000000,2.309401076758503,1.333333333333333,5.3333,0.3333
073.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\073.JPEG,,,2,1534.5000000000,14.966629547095765,4.358898943540674,243.5000,2.2500
073.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\073.JPEG,,,3,1507.5000000000,0.000000000000000,0.000000000000000,239.0000,0.0000
074.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\074.JPEG,,,0,66730.0000000000,8.000000000000000,0.000000000000000,8.0000,3.0000
074.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\074.JPEG,,,1,66372.5000000000,9.165151389911680,2.000000000000000,11.5000,3.5000
074.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\074.JPEG,,,2,7160.0000000000,2.000000000000000,0.000000000000000,215.0000,0.5000
074.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\074.JPEG,,,3,7090.0000000000,2.000000000000000,0.000000000000000,220.0000,0.5000
074.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\074.JPEG,,,4,2494.0000000000,10.141851056742198,1.277753129999879,243.1429,2.8571
076.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\076.JPEG,,,0,10421.0000000000,0.000000000000000,0.000000000000000,10.0000,0.0000
076.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\076.JPEG,,,1,10313.0000000000,0.000000000000000,0.000000000000000,11.0000,0.0000
076.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\076.JPEG,,,2,2750.0000000000,0.000000000000000,0.000000000000000,232.0000,0.0000
076.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\076.JPEG,,,3,2314.5000000000,2.000000000000000,2.000000000000000,233.5000,0.5000
080.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\080.JPEG,,,0,14317.5000000000,3.677088528342677,0.837402040213009,88.0000,0.6667
080.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\080.JPEG,,,1,14133.5000000000,2.828427124746190,0.000000000000000,89.5000,0.5000
080.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\080.JPEG,,,2,11888.0000000000,2.309401076758503,1.333333333333333,40.6667,0.3333
080.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\080.JPEG,,,3,11830.0000000000,12.248594394796868,2.733484104901792,43.1250,2.8750
080.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\080.JPEG,,,4,9685.0000000000,3.677088528342677,0.837402040213009,13.0000,0.3333
081.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\081.JPEG,,,0,6810.0000000000,0.000000000000000,0.000000000000000,459.0000,0.0000
081.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\081.JPEG,,,1,6418.5000000000,0.000000000000000,0.000000000000000,463.0000,0.0000
081.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\081.JPEG,,,2,596.0000000000,9.303523824635240,2.828427124746190,244.0000,2.5833
081.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\081.JPEG,,,3,506.0000000000,0.000000000000000,0.000000000000000,278.0000,0.0000
082.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\082.JPEG,,,0,8324.0000000000,3.265986323710904,0.000000000000000,221.0000,0.0000
082.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\082.JPEG,,,1,8257.0000000000,3.265986323710904,0.000000000000000,228.0000,0.0000
082.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\082.JPEG,,,2,7575.5000000000,3.265986323710904,0.000000000000000,212.0000,0.0000
082.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\082.JPEG,,,3,7545.5000000000,3.265986323710904,0.000000000000000,218.0000,0.0000
082.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\082.JPEG,,,4,6890.0000000000,3.265986323710904,0.000000000000000,138.0000,0.0000
085.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\085.JPEG,,,0,15058.5000000000,3.677088528342677,0.837402040213009,80.0000,0.3333
085.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\085.JPEG,,,1,14857.5000000000,2.828427124746190,0.000000000000000,81.5000,0.5000
085.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\085.JPEG,,,2,12445.0000000000,8.258526217163819,1.293945802893615,30.8571,1.5714
085.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\085.JPEG,,,3,12377.0000000000,3.577708763999663,1.959591794226543,35.0000,0.6000
085.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\085.JPEG,,,4,9746.0000000000,6.664789538797864,2.553302942021304,1.8571,1.7143
089.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\089.JPEG,,,0,8487.5000000000,5.545131758410893,1.302289609229592,283.1667,0.3333
089.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\089.JPEG,,,1,8404.0000000000,0.000000000000000,0.000000000000000,287.0000,0.0000
089.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\089.JPEG,,,2,693.0000000000,8.097552553841828,3.624967094943426,35.0455,2.8182
089.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\089.JPEG,,,3,589.5000000000,2.000000000000000,0.000000000000000,88.0000,0.5000
092.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\092.JPEG,,,0,10000.5000000000,6.831300510639732,0.000000000000000,515.5000,1.0000
092.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\092.JPEG,,,1,9988.5000000000,5.656854249492381,0.000000000000000,524.0000,1.0000
092.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\092.JPEG,,,2,979.5000000000,10.327955589886445,0.000000000000000,597.0000,0.0000
103.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\103.JPEG,,,0,65513.5000000000,4.472135954999580,0.000000000000000,76.5000,0.0000
103.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\103.JPEG,,,1,64840.0000000000,5.656854249492381,0.000000000000000,81.0000,0.0000
103.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\103.JPEG,,,2,2267.0000000000,4.472135954999580,0.000000000000000,21.5000,1.0000
103.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\logaritmo\103.JPEG,,,3,2139.5000000000,5.656854249492381,0.000000000000000,87.0000,1.0000
001.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\media\001.jpeg,,,0,412.0000000000,6.059938240670112,1.545399505103824,56.6667,1.6667
001.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\media\001.jpeg,,,1,248.5000000000,2.309401076758503,1.333333333333333,57.6667,0.6667
001.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\media\001.jpeg,,,2,171.0000000000,3.677088528342677,0.837402040213009,39.6667,1.0000
001.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\media\001.jpeg,,,3,157.5000000000,0.000000000000000,0.000000000000000,32.0000,0.0000
007.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\media\007.jpeg,,,0,18235.5000000000,6.361505880373266,1.330880510780871,102.6000,2.0000
007.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\media\007.jpeg,,,1,18129.5000000000,2.000000000000000,0.000000000000000,104.0000,0.5000
007.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\media\007.jpeg,,,2,2162.0000000000,2.000000000000000,0.000000000000000,65.0000,0.5000
007.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\media\007.jpeg,,,3,2112.5000000000,4.472135954999580,2.000000000000000,67.5000,0.5000
007.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\media\007.jpeg,,,4,1839.5000000000,6.803013430498074,4.512608598542129,38.9091,2.9091
015.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\media\015.jpeg,,,0,6940.0000000000,0.000000000000000,0.000000000000000,106.0000,0.0000
015.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\media\015.jpeg,,,1,6776.0000000000,0.000000000000000,0.000000000000000,78.0000,0.0000
015.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\media\015.jpeg,,,2,6655.0000000000,0.000000000000000,0.000000000000000,107.0000,0.0000
015.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\media\015.jpeg,,,3,6491.0000000000,3.265986323710904,0.000000000000000,79.0000,1.0000
017.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\media\017.jpeg,,,0,15903.5000000000,4.283239718619006,1.968776202382281,32.1667,0.5000
017.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\media\017.jpeg,,,1,15818.5000000000,6.110100926607786,2.309401076758503,34.0000,2.0000
017.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\media\017.jpeg,,,2,4438.0000000000,7.745966692414834,1.732050807568877,150.5000,0.2500
017.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\media\017.jpeg,,,3,4364.0000000000,2.000000000000000,0.000000000000000,154.0000,0.5000
020.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\020.JPEG,,,0,8707.0000000000,5.104301816405863,2.728754838206577,68.6250,1.1250
020.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\020.JPEG,,,1,8401.0000000000,0.000000000000000,0.000000000000000,71.0000,0.0000
020.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\020.JPEG,,,2,2713.0000000000,0.000000000000000,0.000000000000000,5.0000,0.0000
020.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\020.JPEG,,,3,2698.5000000000,0.000000000000000,0.000000000000000,6.0000,0.0000
026.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\026.JPEG,,,0,6474.5000000000,6.442310496498693,3.176235539344751,141.8571,2.4286
026.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\026.JPEG,,,1,6266.5000000000,4.772876531717009,3.624640252483518,142.8571,1.8571
026.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\026.JPEG,,,2,2118.5000000000,3.098386676965933,1.788854381999832,155.6000,0.8000
026.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\026.JPEG,,,3,1880.5000000000,4.680205767201096,1.046744465787899,157.7500,1.5000
027.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\027.JPEG,,,0,47146.5000000000,3.265986323710904,0.000000000000000,169.0000,1.0000
027.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\027.JPEG,,,1,47137.5000000000,5.656854249492381,0.000000000000000,170.0000,2.0000
027.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\027.JPEG,,,2,6067.0000000000,2.828427124746190,0.000000000000000,373.5000,0.5000
027.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\027.JPEG,,,3,5850.0000000000,5.773310864755170,1.108549348878932,376.0000,0.8000
027.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\027.JPEG,,,4,4264.5000000000,0.000000000000000,0.000000000000000,393.0000,0.0000
029.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\029.JPEG,,,0,7749.0000000000,0.000000000000000,0.000000000000000,295.0000,0.0000
029.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\029.JPEG,,,1,7670.0000000000,2.000000000000000,0.000000000000000,296.5000,0.0000
029.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\029.JPEG,,,2,2386.5000000000,4.000000000000000,2.116601048851673,15.4000,1.4000
031.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\031.JPEG,,,0,89096.5000000000,13.088616348548852,1.644582319654311,20.1818,5.0000
031.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\031.JPEG,,,1,89075.5000000000,10.140649774234285,1.854407478035436,21.1111,3.1111
031.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\031.JPEG,,,2,15672.5000000000,0.000000000000000,0.000000000000000,4.0000,0.0000
031.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\031.JPEG,,,3,15559.5000000000,4.472135954999580,0.000000000000000,5.0000,1.5000
040.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\040.JPEG,,,0,1093.0000000000,8.000000000000000,0.000000000000000,36.0000,2.0000
040.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\040.JPEG,,,1,1017.0000000000,4.618802153517006,0.000000000000000,39.0000,1.0000
040.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\040.JPEG,,,2,789.5000000000,2.828427124746190,1.732050807568877,150.0000,0.2500
040.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\040.JPEG,,,3,668.5000000000,4.472135954999580,1.414213562373095,176.2500,1.2500
041.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\041.JPEG,,,0,13469.5000000000,8.554565703683481,1.751090860466485,527.1111,2.3333
041.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\041.JPEG,,,1,13380.5000000000,8.813021748517560,3.577678501853631,558.1111,3.6667
041.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\041.JPEG,,,2,1270.0000000000,6.884170711159050,3.145177934060940,97.4444,1.0000
043.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\043.JPEG,,,0,71742.0000000000,3.464101615137754,2.738612787525831,191.1250,0.8750
043.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\043.JPEG,,,1,71738.0000000000,2.000000000000000,0.000000000000000,195.5000,0.0000
043.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\043.JPEG,,,2,8703.5000000000,10.869599811400718,5.517564310121706,133.0385,2.5000
044.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\044.JPEG,,,0,15526.5000000000,0.000000000000000,0.000000000000000,117.0000,0.0000
044.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\044.JPEG,,,1,15164.0000000000,0.000000000000000,0.000000000000000,118.0000,0.0000
044.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\044.JPEG,,,2,3298.0000000000,0.000000000000000,0.000000000000000,111.0000,0.0000
044.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\044.JPEG,,,3,3289.5000000000,0.000000000000000,0.000000000000000,114.0000,0.0000
044.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\044.JPEG,,,4,315.0000000000,0.000000000000000,0.000000000000000,107.0000,0.0000
