img,path_origin,Objeto,Classe,n_contorno,Área,Diâmetro,Minor,Centroide_X,Centroide_Y
050.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\050.JPEG,,,0,15985.5000000000,3.677088528342677,0.837402040213009,68.0000,0.6667
050.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\050.JPEG,,,1,15754.5000000000,2.000000000000000,0.000000000000000,68.5000,0.0000
050.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\050.JPEG,,,2,8471.5000000000,5.507729802153390,3.036522349996280,141.0000,1.8333
050.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\050.JPEG,,,3,8158.5000000000,3.265986323710904,0.000000000000000,143.0000,1.0000
052.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\052.JPEG,,,0,9231.5000000000,2.000000000000000,0.000000000000000,139.0000,0.5000
052.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\052.JPEG,,,1,8825.5000000000,2.828427124746190,0.000000000000000,145.5000,0.5000
052.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\052.JPEG,,,2,306.5000000000,5.723765210497501,3.314892428887926,112.6250,2.0000
055.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\055.JPEG,,,0,10804.0000000000,8.044031285977566,2.965393847402753,154.1250,1.1250
055.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\055.JPEG,,,1,10607.0000000000,0.000000000000000,0.000000000000000,155.0000,0.0000
055.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\055.JPEG,,,2,6018.5000000000,5.258554520990449,3.569133712945204,384.0667,1.2667
055.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\055.JPEG,,,3,5804.5000000000,5.773502691896257,4.136557881996951,389.4167,1.5833
056.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\056.JPEG,,,0,418.5000000000,2.828427124746190,0.000000000000000,71.5000,0.5000
056.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\056.JPEG,,,1,318.0000000000,2.000000000000000,0.000000000000000,102.0000,0.5000
056.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\056.JPEG,,,2,305.0000000000,8.827079191822325,5.608169204846288,79.0667,2.6000
056.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\056.JPEG,,,3,169.0000000000,2.000000000000000,0.000000000000000,61.0000,0.5000
058.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\058.JPEG,,,0,13305.0000000000,3.098386676965933,1.788854381999832,297.6000,0.8000
058.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\058.JPEG,,,1,12930.0000000000,6.107530892134367,1.047886635864960,322.0000,1.0000
058.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\058.JPEG,,,2,8766.0000000000,5.259581636056263,1.332966996463048,258.0000,1.6000
059.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\059.JPEG,,,0,1597.5000000000,0.000000000000000,0.000000000000000,61.0000,0.0000
059.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\059.JPEG,,,1,1263.0000000000,0.000000000000000,0.000000000000000,62.0000,0.0000
059.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\059.JPEG,,,2,856.5000000000,0.000000000000000,0.000000000000000,27.0000,0.0000
059.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\059.JPEG,,,3,780.0000000000,0.000000000000000,0.000000000000000,28.0000,0.0000
065.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\065.JPEG,,,0,10094.5000000000,4.472135954999580,0.000000000000000,3.0000,1.5000
065.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\065.JPEG,,,1,9992.5000000000,0.000000000000000,0.000000000000000,4.0000,0.0000
065.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\065.JPEG,,,2,5194.5000000000,0.000000000000000,0.000000000000000,0.0000,0.0000
065.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\065.JPEG,,,3,4919.5000000000,0.000000000000000,0.000000000000000,1.0000,0.0000
067.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\067.JPEG,,,0,53557.5000000000,3.265986323710904,2.000000000000000,96.0000,0.5000
067.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\067.JPEG,,,1,53399.0000000000,3.265986323710904,2.000000000000000,103.0000,0.5000
067.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\067.JPEG,,,2,7355.0000000000,9.361604729916600,3.144540452686354,474.8333,5.9583
067.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\067.JPEG,,,3,7195.0000000000,7.536928967138795,3.995743771182890,735.5217,7.6957
068.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\068.JPEG,,,0,18085.0000000000,4.472135954999580,0.000000000000000,380.5000,0.0000
068.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\068.JPEG,,,1,18057.0000000000,4.472135954999580,0.000000000000000,384.5000,0.0000
068.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\068.JPEG,,,2,9817.5000000000,4.472135954999580,0.000000000000000,279.5000,0.0000
068.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\068.JPEG,,,3,9714.5000000000,4.472135954999580,0.000000000000000,344.5000,0.0000
074.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\074.JPEG,,,0,66442.5000000000,7.118052168020874,1.972026594366538,132.0000,0.4167
074.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\074.JPEG,,,1,66040.0000000000,2.000000000000000,0.000000000000000,154.0000,0.5000
074.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\074.JPEG,,,2,7015.0000000000,0.000000000000000,0.000000000000000,173.0000,2.0000
074.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\074.JPEG,,,3,6954.0000000000,0.000000000000000,0.000000000000000,176.0000,2.0000
074.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\074.JPEG,,,4,5695.5000000000,6.466697906828633,4.271760045262084,51.5000,1.3636
075.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\075.JPEG,,,0,15294.0000000000,8.000000000000000,0.000000000000000,788.0000,1.0000
075.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\075.JPEG,,,1,15268.0000000000,8.000000000000000,0.000000000000000,141.0000,2.0000
075.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\075.JPEG,,,2,8828.0000000000,8.048147106756096,1.773610863451248,104.0000,4.4286
075.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\075.JPEG,,,3,8757.0000000000,5.913148778424227,2.613539724505255,234.1429,5.2857
075.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\075.JPEG,,,4,8071.0000000000,8.000000000000000,0.000000000000000,604.0000,1.0000
076.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\076.JPEG,,,0,10255.0000000000,0.000000000000000,0.000000000000000,9.0000,0.0000
076.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\076.JPEG,,,1,10148.0000000000,0.000000000000000,0.000000000000000,10.0000,0.0000
076.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\076.JPEG,,,2,986.0000000000,2.000000000000000,0.000000000000000,469.0000,0.5000
076.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\076.JPEG,,,3,860.0000000000,0.000000000000000,0.000000000000000,470.0000,0.0000
079.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\079.JPEG,,,0,8639.5000000000,3.836665218650176,1.788854381999832,40.2000,1.2000
079.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\079.JPEG,,,1,8215.5000000000,2.000000000000000,0.000000000000000,40.5000,0.0000
079.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\079.JPEG,,,2,55.0000000000,2.828427124746190,0.000000000000000,3.5000,0.5000
079.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\079.JPEG,,,3,53.5000000000,2.000000000000000,0.000000000000000,26.0000,0.5000
080.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\080.JPEG,,,0,14187.0000000000,2.000000000000000,0.000000000000000,127.5000,0.0000
080.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\080.JPEG,,,1,14003.0000000000,0.000000000000000,0.000000000000000,129.0000,0.0000
080.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\080.JPEG,,,2,11711.5000000000,2.000000000000000,0.000000000000000,93.5000,0.0000
080.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\080.JPEG,,,3,11664.5000000000,2.000000000000000,0.000000000000000,100.5000,0.0000
080.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\080.JPEG,,,4,9556.5000000000,0.000000000000000,0.000000000000000,0.0000,0.0000
081.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\081.JPEG,,,0,1588.0000000000,2.000000000000000,0.000000000000000,7.0000,0.5000
081.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\081.JPEG,,,1,1582.0000000000,4.780914437337575,3.331972511340171,8.2857,1.2857
081.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\081.JPEG,,,2,401.0000000000,6.461761789661660,1.818477127561536,23.0000,2.4286
081.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\081.JPEG,,,3,131.5000000000,2.000000000000000,0.000000000000000,2.0000,0.5000
082.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\082.JPEG,,,0,8292.0000000000,2.000000000000000,0.000000000000000,111.5000,0.0000
082.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\082.JPEG,,,1,8224.0000000000,2.000000000000000,0.000000000000000,113.5000,0.0000
082.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\082.JPEG,,,2,7455.0000000000,2.000000000000000,0.000000000000000,61.5000,0.0000
082.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\082.JPEG,,,3,7429.0000000000,2.000000000000000,0.000000000000000,83.5000,0.0000
082.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\082.JPEG,,,4,2484.5000000000,2.000000000000000,0.000000000000000,90.5000,0.0000
084.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\084.JPEG,,,0,65023.5000000000,2.000000000000000,0.000000000000000,47.0000,0.5000
084.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\084.JPEG,,,1,65009.5000000000,2.000000000000000,0.000000000000000,48.0000,0.5000
084.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\084.JPEG,,,2,10656.5000000000,4.916132113065488,1.646707334922108,5.4000,1.6000
084.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\084.JPEG,,,3,10526.5000000000,5.373988421126230,1.766422500309937,6.4000,1.8000
085.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\085.JPEG,,,0,14944.0000000000,0.000000000000000,0.000000000000000,145.0000,0.0000
085.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\085.JPEG,,,1,14737.0000000000,0.000000000000000,0.000000000000000,147.0000,0.0000
085.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\085.JPEG,,,2,12271.0000000000,0.000000000000000,0.000000000000000,28.0000,0.0000
085.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\085.JPEG,,,3,12197.0000000000,3.677088528342677,0.837402040213009,41.0000,0.3333
085.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\085.JPEG,,,4,9596.5000000000,0.000000000000000,0.000000000000000,0.0000,0.0000
106.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\106.JPEG,,,0,1979.0000000000,10.306721564140092,3.529729536280312,603.1250,6.0625
106.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\106.JPEG,,,1,1937.5000000000,21.365518665223870,12.848565625196009,752.8356,9.8767
106.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\106.JPEG,,,2,149.0000000000,11.467410095580561,5.189990915192146,42.2500,4.6875
106.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\106.JPEG,,,3,112.0000000000,7.537010242720748,4.116245449572040,128.8750,5.0000
106.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\media\106.JPEG,,,4,73.0000000000,18.439088914585774,0.000000000000000,406.5000,2.0000
006.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\006.jpeg,,,0,9569.5000000000,0.000000000000000,0.000000000000000,76.0000,0.0000
006.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\006.jpeg,,,1,9285.0000000000,0.000000000000000,0.000000000000000,77.0000,0.0000
006.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\006.jpeg,,,2,302.0000000000,0.000000000000000,0.000000000000000,149.0000,0.0000
006.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\006.jpeg,,,3,142.0000000000,2.000000000000000,0.000000000000000,41.5000,0.0000
007.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\007.jpeg,,,0,18258.5000000000,3.677088528342677,0.837402040213009,98.6667,1.0000
007.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\007.jpeg,,,1,18138.0000000000,9.732283866898047,2.186927235670173,101.1250,2.8750
007.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\007.jpeg,,,2,2147.5000000000,0.000000000000000,0.000000000000000,79.0000,0.0000
007.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\007.jpeg,,,3,2101.5000000000,3.265986323710904,1.885618083164127,80.3333,1.0000
007.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\007.jpeg,,,4,1826.0000000000,2.000000000000000,0.000000000000000,40.0000,0.5000
011.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\011.jpeg,,,0,13201.0000000000,2.000000000000000,0.000000000000000,113.5000,0.0000
011.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\011.jpeg,,,1,12881.5000000000,0.000000000000000,0.000000000000000,115.0000,0.0000
011.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\011.jpeg,,,2,2885.0000000000,0.000000000000000,0.000000000000000,169.0000,0.0000
017.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\017.jpeg,,,0,4408.0000000000,0.000000000000000,0.000000000000000,79.0000,0.0000
017.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\017.jpeg,,,1,4330.5000000000,0.000000000000000,0.000000000000000,80.0000,0.0000
017.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\017.jpeg,,,2,3558.0000000000,0.000000000000000,0.000000000000000,81.0000,0.0000
017.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\017.jpeg,,,3,3488.0000000000,0.000000000000000,0.000000000000000,82.0000,0.0000
018.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\018.jpeg,,,0,1149.0000000000,3.677088528342677,0.837402040213009,8.3333,1.0000
018.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\018.jpeg,,,1,1135.0000000000,5.018007993401379,3.702497085353174,10.4167,1.2500
018.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\018.jpeg,,,2,933.5000000000,2.000000000000000,0.000000000000000,182.5000,0.0000
020.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\020.JPEG,,,0,9074.0000000000,2.000000000000000,0.000000000000000,607.5000,3.0000
020.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\020.JPEG,,,1,8629.0000000000,0.000000000000000,0.000000000000000,611.0000,3.0000
020.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\020.JPEG,,,2,1088.5000000000,0.000000000000000,0.000000000000000,308.0000,0.0000
020.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\020.JPEG,,,3,908.5000000000,0.000000000000000,0.000000000000000,796.0000,0.0000
022.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\022.JPEG,,,0,352.5000000000,0.000000000000000,0.000000000000000,129.0000,0.0000
022.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\022.JPEG,,,1,339.0000000000,2.000000000000000,0.000000000000000,389.0000,0.5000
022.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\022.JPEG,,,2,264.0000000000,0.000000000000000,0.000000000000000,348.0000,0.0000
022.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\022.JPEG,,,3,214.5000000000,0.000000000000000,0.000000000000000,277.0000,0.0000
025.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\025.JPEG,,,0,16897.0000000000,0.000000000000000,0.000000000000000,290.0000,0.0000
025.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\025.JPEG,,,1,16871.0000000000,0.000000000000000,0.000000000000000,291.0000,0.0000
025.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\025.JPEG,,,2,2943.5000000000,0.000000000000000,0.000000000000000,42.0000,0.0000
026.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\026.JPEG,,,0,6576.0000000000,2.000000000000000,0.000000000000000,214.0000,0.5000
026.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\026.JPEG,,,1,6378.0000000000,2.000000000000000,0.000000000000000,215.5000,0.0000
026.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\026.JPEG,,,2,2485.5000000000,2.828427124746190,1.732050807568877,267.7500,1.0000
026.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\026.JPEG,,,3,2194.5000000000,0.000000000000000,0.000000000000000,269.0000,0.0000
027.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\027.JPEG,,,0,47231.0000000000,7.226389145402790,4.447392485401389,185.5000,1.5000
027.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\027.JPEG,,,1,47223.0000000000,3.265986323710904,2.000000000000000,184.5000,1.0000
027.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\027.JPEG,,,2,6105.0000000000,3.677088528342677,0.837402040213009,374.0000,0.6667
027.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\027.JPEG,,,3,5887.0000000000,0.000000000000000,0.000000000000000,374.0000,0.0000
027.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\027.JPEG,,,4,4389.0000000000,2.000000000000000,0.000000000000000,399.5000,0.0000
030.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\030.JPEG,,,0,1780.0000000000,0.000000000000000,0.000000000000000,194.0000,0.0000
030.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\030.JPEG,,,1,1759.5000000000,2.828427124746190,0.000000000000000,195.5000,0.5000
030.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\030.JPEG,,,2,282.5000000000,0.000000000000000,0.000000000000000,137.0000,0.0000
030.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\030.JPEG,,,3,118.0000000000,6.614763944451556,2.138089935299393,157.2857,1.4286
031.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\031.JPEG,,,0,89076.0000000000,3.265986323710904,2.000000000000000,15.5000,1.0000
031.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\031.JPEG,,,1,89058.5000000000,5.773310864755170,1.108549348878932,17.2000,2.0000
031.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\031.JPEG,,,2,15733.0000000000,0.000000000000000,0.000000000000000,3.0000,0.0000
031.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\031.JPEG,,,3,15619.0000000000,0.000000000000000,0.000000000000000,4.0000,0.0000
032.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\032.JPEG,,,0,4817.5000000000,2.828427124746190,0.000000000000000,163.5000,0.5000
032.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\032.JPEG,,,1,4758.5000000000,0.000000000000000,0.000000000000000,164.0000,0.0000
032.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\032.JPEG,,,2,2638.0000000000,0.000000000000000,0.000000000000000,535.0000,0.0000
032.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\032.JPEG,,,3,2346.5000000000,0.000000000000000,0.000000000000000,536.0000,0.0000
037.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\037.JPEG,,,0,1191.5000000000,4.472135954999580,0.000000000000000,312.5000,0.0000
037.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\037.JPEG,,,1,1121.5000000000,3.265986323710904,0.000000000000000,316.0000,0.0000
037.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\037.JPEG,,,2,1050.5000000000,0.000000000000000,0.000000000000000,22.0000,0.0000
037.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\037.JPEG,,,3,735.5000000000,0.000000000000000,0.000000000000000,334.0000,0.0000
039.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\039.JPEG,,,0,5959.5000000000,5.777682168184795,5.050342832713091,319.6923,1.6154
039.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\039.JPEG,,,1,5454.0000000000,0.000000000000000,0.000000000000000,321.0000,0.0000
039.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\039.JPEG,,,2,218.5000000000,2.000000000000000,0.000000000000000,248.5000,0.0000
039.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\039.JPEG,,,3,214.5000000000,0.000000000000000,0.000000000000000,214.0000,0.0000
043.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\043.JPEG,,,0,71747.0000000000,9.821449883962257,6.630355853757963,170.8889,2.3704
043.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\043.JPEG,,,1,71743.0000000000,3.265986323710904,2.000000000000000,168.5000,1.0000
043.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\043.JPEG,,,2,16262.0000000000,4.320493798938574,2.666666666666667,23.8333,0.8333
044.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\044.JPEG,,,0,11145.5000000000,0.000000000000000,0.000000000000000,56.0000,0.0000
044.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\044.JPEG,,,1,10822.0000000000,2.828427124746190,0.000000000000000,56.5000,0.5000
044.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\044.JPEG,,,2,8044.0000000000,2.000000000000000,0.000000000000000,41.0000,0.5000
044.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\044.JPEG,,,3,7550.0000000000,0.000000000000000,0.000000000000000,42.0000,0.0000
044.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\044.JPEG,,,4,3291.0000000000,0.000000000000000,0.000000000000000,118.0000,0.0000
047.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\047.JPEG,,,0,85179.5000000000,0.000000000000000,0.000000000000000,54.0000,0.0000
047.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\047.JPEG,,,1,84653.5000000000,2.000000000000000,0.000000000000000,55.5000,0.0000
047.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\047.JPEG,,,2,13894.0000000000,0.000000000000000,0.000000000000000,264.0000,0.0000
047.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\047.JPEG,,,3,12044.0000000000,0.000000000000000,0.000000000000000,271.0000,0.0000
049.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\049.JPEG,,,0,87719.5000000000,2.828427124746190,0.000000000000000,83.5000,0.5000
049.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\049.JPEG,,,1,87228.5000000000,2.309401076758503,1.333333333333333,84.6667,0.6667
049.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\049.JPEG,,,2,3371.5000000000,5.383816751314865,4.515475300371097,2.4375,2.6875
050.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\050.JPEG,,,0,16030.0000000000,7.707964157870085,1.214980423660810,386.5000,1.3333
050.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\050.JPEG,,,1,15799.0000000000,0.000000000000000,0.000000000000000,385.0000,0.0000
050.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\050.JPEG,,,2,8536.0000000000,0.000000000000000,0.000000000000000,594.0000,0.0000
050.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\050.JPEG,,,3,8268.0000000000,0.000000000000000,0.000000000000000,464.0000,0.0000
059.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\059.JPEG,,,0,9456.5000000000,2.828427124746190,0.000000000000000,102.5000,0.5000
059.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\059.JPEG,,,1,8276.0000000000,0.000000000000000,0.000000000000000,105.0000,0.0000
059.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\059.JPEG,,,2,3589.5000000000,0.000000000000000,0.000000000000000,176.0000,0.0000
059.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\059.JPEG,,,3,1960.5000000000,8.140077351169385,2.495783771753186,181.5714,3.0000
062.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\062.jpeg,,,0,1646.0000000000,4.686513147372668,1.906985715600181,483.8000,1.4000
062.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\062.jpeg,,,1,1609.5000000000,3.677088528342677,0.837402040213009,486.0000,0.6667
062.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\062.jpeg,,,2,1419.0000000000,2.000000000000000,0.000000000000000,447.5000,0.0000
062.jpeg,..\data_EP3\selectedData\origin\augmentedDataset\stretching\062.jpeg,,,3,1393.0000000000,0.000000000000000,0.000000000000000,449.0000,0.0000
063.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\063.JPEG,,,0,1670.0000000000,5.773310864755170,1.108549348878932,50.8000,2.0000
063.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\063.JPEG,,,1,1657.5000000000,2.000000000000000,0.000000000000000,52.0000,0.5000
063.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\063.JPEG,,,2,1097.5000000000,0.000000000000000,0.000000000000000,88.0000,0.0000
063.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\063.JPEG,,,3,1073.0000000000,0.000000000000000,0.000000000000000,90.0000,0.0000
063.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\063.JPEG,,,4,170.0000000000,0.000000000000000,0.000000000000000,31.0000,0.0000
064.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\064.JPEG,,,0,46405.5000000000,5.752799991635209,2.452835780755216,141.3333,1.3333
064.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\064.JPEG,,,1,46004.5000000000,3.265986323710904,0.000000000000000,145.0000,1.0000
064.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\064.JPEG,,,2,7619.0000000000,9.396169831025045,1.354415551493193,99.2857,3.0000
067.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\067.JPEG,,,0,53522.0000000000,5.656854249492381,0.000000000000000,169.0000,0.0000
067.JPEG,..\data_EP3\selectedData\origin\augmentedDataset\stretching\067.JPEG,,,1,53385.0000000000,2.000000000000000,0.000000000000000,172.5000,0.0000
